plot_id,longitude,latitude,basal_area,density,mean_dbh,max_dbh,cv_dbh,plot_area,elevation,mean_dbh_large,total_richness,total_simpson,AM,EM,cmi_mean,bio11_tmin,soil_ph_0_200,soil_n_0_200
30,120.813747559316,22.2999368313633,17.6858974584679,1794.25837320574,10.5357142857143,26,36.2884171333057,0.070224,406,20.8714285714286,22,7.70630776408076,0.660782163273858,0.310617333042582,99,18.2500000000001,5.7025,1.3305
31,120.816532688825,22.2752689089949,18.4994861855766,1100.35211267606,12.9654545454545,37.8,52.768957239147,0.049984,287,29.5,21,7.81299627889898,1,0,113.3,18.15,5.5525,1.203
32,120.843231173037,22.2460420013842,27.4484501670318,2821.31661442007,10.3354166666667,34.2,40.0934124067378,0.05104,430,25.16,26,7.71691315199629,0.535021081453952,0.438861143959231,90.7,18.85,5.5125,1.164
33,120.843086673917,22.218939124048,30.973642509174802,2375.67310738043,11.6241666666667,32.3,48.0071224030339,0.050512,405,27.46,23,10.6277364195529,0.504633271867333,0.487306700830568,95.1,19.05,5.605,1.155
34,120.872058722419,22.2190366947009,38.6511794992795,2116.38194020745,13.5621621621622,56.7,51.6349696511216,0.052448,356,34.82,26,11.179571092333,0.603068244624923,0.311069966848219,79.4,19.2500000000001,5.605,1.21475
35,120.784972811971,22.1916008429856,59.7525256249519,2021.04942037828,15.8849056603774,54.8,70.4639619833759,0.052448,670,50.02,25,4.21000128075277,0.841622116841135,0.151312810048567,91.5,17.55,5.5375,1.589
36,120.814138542822,22.1918058224679,37.0450885460796,1657.19696969697,15.068253968254,45.9,50.7579432378719,0.038016,367,34.25,16,5.76698820921682,0.759098907851736,0.240901092148264,91.3,18.55,5.505,1.23725
37,120.785215079194,22.164752271315,15.4333741904315,1345.227980742,10.8973684210526,43.1,48.2849243837993,0.056496,227,22.3833333333333,15,4.52499703746669,0.634313583734665,0.206610016794759,82.9,19.7500000000001,5.625,1.16725
38,120.84307867876,22.164574027989,30.6729831533597,3307.90784557909,10.1141176470588,26.3,39.3760535875401,0.051392,495,22.84,37,9.3988543118852,0.546227339281388,0.436929202700852,99.9,18.95,5.62,1.25075
39,120.814215243042,22.1375044742078,28.6800446441062,1315.78947368421,15.0166666666667,31.6,48.4005646594374,0.05016,416,30.28,15,4.92484983060295,0.753024409493207,0.246975590506793,83.1,19.05,5.52,1.25425
40,120.843234849974,22.0832881122734,18.6647590975766,950.269242952169,13.3104166666667,46.2,64.832644956387,0.050512,192,33.34,16,5.40172007385112,0.959661054267795,0,78.4,20.05,5.605,1.32725
41,120.872211609877,22.0833683218326,29.7277505330927,1650.16501650165,13.4886363636364,40.1,51.3505189102606,0.053328,333,32.28,26,10.8572441007852,0.567209452103982,0.401756595783486,85.6,19.65,5.555,1.20325
42,120.785280217905,22.028939153702,25.2126424825524,943.759630200309,15.4938775510204,58,65.2388604586862,0.05192,0,38.92,15,4.27562713776388,0.979302326422852,0,74.3,19.15,5.5125,1.36475
43,120.872525931346,22.0564526913188,36.1095411851852,1623.37662337663,14.6175,46.1,57.4090283866001,0.04928,156,37.8,16,5.39638065197524,0.752757809205921,0.236856917941805,81.4,20.05,5.6975,1.17875
44,120.785101230751,22.0291016111063,32.9580003783121,3104.49859418932,10.7415094339623,30.7,41.545555259542,0.051216,0,26.48,15,5.8479266650175,0.745456826690625,0,74.3,19.15,5.5125,1.36475
45,120.87223262081,22.0291556261568,11.5375553885977,1116.42743221691,10.6535714285714,24.1,40.2760183867716,0.05016,171,20.86,17,11.6934857886586,0.661843214386064,0.338156785613936,68.9,20.15,5.7025,1.04825
46,120.785159462258,22.0020977253927,13.8463954880767,1390.04726160689,10.15125,35.6,48.3420077607582,0.057552,153,24.05,15,4.11590963122722,0.853778652269619,0,45.1,20.95,5.705,1.0485
47,120.872291599127,22.0020161658574,33.9153149050216,2409.2515258593,11.6625,48.4,56.6076929302457,0.049808,136,32.74,15,5.35605005632184,0.961240717685332,0,45,20.65,5.7025,1.04825
48,120.755662701678,22.2459209835391,10.3556549276205,554.578938556839,13.4037735849057,37.2,57.4068003235442,0.095568,600,26.63,8,3.22789547510167,0.766475523072292,0.233524476927708,64.3,17.85,5.405,1.47325
49,120.726945945446,22.2185098499331,3.51763177424675,137.741046831956,17.8,21.8,18.7116044895832,0.02904,145,19.1333333333333,1,1,1,0,29.9,20.15,5.435,0.984
50,120.726810504043,22.1916052636228,28.0693197728609,1793.46515553412,11.9747899159664,62.6,62.6879072701474,0.066352,392,33.4714285714286,17,4.23987255304197,0.89682847533307,0.0241914967503165,45.3,19.15,5.47,1.287
51,120.724259356684,22.1667988137466,69.7760828520015,1926.3698630137,17.2070707070707,90,75.0543732248564,0.051392,629,58.82,28,4.23108338016246,0.969851405548266,0,45.1,17.95,5.4825,1.562
52,120.75616206369,22.1645477670466,17.645626705599,1488.09523809524,11.5170454545455,23.4,37.3938794179949,0.059136,460,21.8,12,2.63105968306174,0.824960693526727,0.121704817941589,87.4,18.85,5.6025,1.33275
53,120.726895882963,22.1373413932785,28.8307513490704,1546.62672570982,13.36,52,57.727871718897,0.061424,382,34.3166666666667,14,7.34979394153564,0.864211250007594,0.128376024932515,47.2,18.85,5.605,1.44725
54,120.755825045811,22.1375019621179,18.8770303843185,998.157248157247,13.0892307692308,48,64.1707903677819,0.06512,188,31.9285714285714,19,5.16589907468367,0.560950116137595,0.263098448946253,58,20.05,5.505,1.25475
55,120.670321253237,22.491803562172,12.7326556484731,858.280692117551,11.872,38.3,58.9141218594348,0.058256,853,27.8166666666667,14,4.18778749126544,0.980357693988064,0.0196423060119365,132.1,14.65,5.235,1.50825
56,120.694616448508,22.4919611968239,4.39540247331488,629.194630872483,8.9030303030303,18.3,35.4907835791311,0.052448,1298,15.34,11,6.53339513025616,0.696667803667416,0,132.2,12.85,5.185,2.05625
57,120.728455099708,22.4873992686289,20.6932212592198,1498.28767123288,12.3337662337662,25.9,39.7537153539443,0.051392,907,24.18,9,1.30712944529063,0.972372003453085,0.0135998406268676,105.1,15.15,5.2425,1.931
58,120.752646665043,22.4922740315971,31.6406181091335,1178.16965643053,15.9435483870968,42.5,59.2308068798998,0.052624,1217,38.1,18,10.821055706652,0.629978433285972,0.18301397894486,119.2,13.35,5.3625,1.615
59,120.726253478767,22.462420189663,20.978061693352,962.392656203732,14.8923076923077,31.4,50.6298625223972,0.054032,460,30.22,6,1.74923368119297,0.778423067365441,0.214539398186798,101.6,17.05,5.3625,1.5195
60,120.75787213272,22.4647198322912,35.693834083659,1050.74719800747,17.0111111111111,65,70.9918131942201,0.051392,1120,45.48,13,6.38734827658646,0.725259501131894,0.274740498868106,114.3,12.7500000000001,5.3425,1.6505
61,120.723922575629,22.433161677631,28.4013711276127,1733.43605546996,13.0488888888889,37.2,47.7173770291122,0.05192,371,29.74,11,2.13480137642473,0.56520775221296,0.362785991841473,95.6,17.95,5.235,1.34975
62,120.755500101863,22.4352558511931,36.9438114060611,1246.72988881622,16.3327868852459,50.4,64.9047243621806,0.048928,589,42.1,11,1.99832270628473,0.571880790239912,0.3614437198707,94.1,16.35,5.435,1.7395
63,120.638907482769,22.4081866092635,22.50475678318,1239.6694214876,12.4116666666667,47.1,71.3387010337642,0.0484,253,36.44,6,1.85897324739654,0.551078738949407,0.448921261050593,84.9,19.45,5.17,1.2415
64,120.726398573109,22.4082416616556,14.6423378821468,1035.53520819708,11.9,36.9,52.4364361101398,0.073392,956,26.2571428571429,7,2.3454311987286,0.785443533802513,0.208521143094413,99,14.45,5.2775,1.756
65,120.75560778712,22.4083953819392,58.6098559324666,1326.41748495407,18.765671641791,85.5,77.8890519761663,0.050512,1477,56.82,18,7.22983483500724,0.814778049790332,0.185221950209668,124.2,12.7500000000001,5.2625,2.17725
66,120.697265589857,22.3810575847505,14.9785033540252,1664.53265044815,9.73269230769231,34.9,45.9972135085828,0.06248,963,23.1333333333333,15,3.70789499658775,0.671083447092565,0.222394078675467,98.1,15.95,5.2475,1.9125
67,120.724158335418,22.3788942074562,33.0451690801868,1972.85353535353,12.094,51.1,68.0230663210523,0.050688,1072,42.82,10,3.32898027149619,0.600695327128062,0.399304672871938,102.7,15.65,5.3275,1.95075
68,120.75568290566,22.3810947270115,15.7810762548737,1336.89839572193,10.8342105263158,30,53.3069368380034,0.056848,1026,25.9333333333333,11,5.45207798475431,1,0,119.6,14.45,5.265,1.589
69,120.694829695502,22.3517641366437,26.6572501637533,1689.69102792632,12.032967032967,51.1,62.5788185620918,0.053856,720,36.88,15,5.14680712942149,0.774760960066012,0.154976551373012,87.6,16.45,5.285,1.81475
70,120.724162901846,22.3566500544113,37.6682814184298,758.809594314481,20.2658536585366,69.8,74.3249205095912,0.054032,1268,53.2,14,6.88829723318154,0.586475317549008,0.0564704202685474,109.8,14.05,5.2625,1.99325
71,120.7535749083,22.3565284254748,41.5657967256672,1158.58303707466,19.3671232876712,53,46.9959101357821,0.063008,1077,40.9,20,7.91793170921726,0.519592798610236,0.44523180573702,109.1,15.45,5.3525,1.77675
72,120.729127416989,22.329427974075,29.5205631531214,1431.63922691482,14.0635416666667,46.8,57.5219118127099,0.067056,792,35.3,17,8.60565431145977,0.799572188879894,0.106151928878784,92.3,16.45,5.3325,1.867
73,120.755617427535,22.3002135800244,22.2824328341388,891.561895551256,15.8491525423729,40.1,52.0963727971959,0.066176,666,32.9714285714286,6,2.19914812626102,0.660860133497785,0.339139866502215,79.9,17.95,5.435,1.48425
74,120.729363141896,22.2979763207544,10.2429449589781,733.814156323381,12.0742857142857,25.4,47.4874219288188,0.047696,244,23.18,7,2.65788890777588,0.984624846248462,0,55.1,18.85,5.4625,1.2145
75,120.726566810582,22.2729001885229,19.043326080122,1974.53255963895,10.3214285714286,29.8,39.2752683556624,0.049632,139,23.9,9,3.53040337542621,0.785206930028037,0.214793069971963,50.4,19.85,5.305,1.17875
76,120.755716833357,22.273060926536,17.285428117285502,1091.42270159219,12.9279411764706,32.1,45.7835900393711,0.062304,339,26.3,10,4.33704164742558,0.71092436679257,0,63.6,18.95,5.4325,1.335
77,120.781328387034,22.9747538770091,53.9229859963109,956.486980356327,20.1955223880597,110,87.8317523640883,0.070048,1511,60.7285714285714,13,3.8297970747332,0.715040690401563,0.271296128584162,174,12.15,5.1825,2.6495
78,120.810518852042,22.9751143996253,35.1226055953426,1876.7217630854,13.1706422018349,51.4,61.4110694077903,0.05808,2416,40.5666666666667,12,2.37790413179297,0.254066264020972,0.740778112676899,179.4,4.85000000000002,5.0875,3.627
79,120.840078032386,22.9750631128026,41.8692806240176,635.234330886505,22.4583333333333,86,82.6333317817604,0.056672,2523,56.85,9,3.59733658623272,0.185243993386708,0.814756006613292,178.6,4.15000000000003,4.9725,3.76825
