plot_id,longitude,latitude,basal_area,density,mean_dbh,max_dbh,cv_dbh,plot_area,elevation,mean_dbh_large,total_richness,total_simpson,AM,EM,cmi_mean,bio11_tmin,soil_ph_0_200,soil_n_0_200
363,120.722308763227,23.1963423113232,21.924033914191,225.76760987357,24.25,100.6,109.671200636298,0.053152,1167,42.92,7,2.02003178986128,0.993559142770075,0,216.8,13.05,5.135,1.595
364,120.54920181841,23.1663841598228,10.5524161537788,628.725782414306,12.8962962962963,39.9,53.8776173609647,0.085888,577,25.6222222222222,14,6.72986238207115,0.993298639584182,0,150.5,16.7500000000001,5.1425,1.329
365,120.578684762111,23.1664566888571,6.66001482539654,353.012372243141,13.3333333333333,37,60.7251492381863,0.059488,510,23.25,10,5.83678190813356,1,0,157.7,16.85,5.065,1.715
366,120.607480536222,23.1666013668293,15.3203138454946,614.699627857523,15.3918918918919,42.9,59.0671521034354,0.060192,455,32.0833333333333,10,3.56410455510727,1,0,167.3,16.95,5.17,1.55875
367,120.639422559804,23.1644329771348,3.73014857224271,250.932033266418,12.7214285714286,21.3,42.7272858056642,0.055792,461,17.7833333333333,6,4.08789134075683,0.982120596576094,0,158.8,17.2500000000001,5.535,1.22875
368,120.666173373112,23.1667929358117,7.73362712917031,570.294018249409,12.0111111111111,26.1,45.2092984067377,0.047344,1080,21.7,10,6.28483192300726,0.738979998467315,0.261020001532685,182.7,15.15,5.3875,1.9815
369,120.692989201211,23.1645929232763,11.8725211005175,796.315426997245,12.3837837837838,31.5,49.4405719085726,0.046464,1370,24.86,4,1.1015223058458,0.957453362688339,0,202.5,11.65,5.1625,1.871
370,120.727224400614,23.1646064877675,27.9789038997202,712.848037571285,18.5382352941176,47.3,68.4035649666529,0.047696,1144,42.06,8,1.69092424833244,0.979244705393556,0,198.9,13.65,5.1275,2.187
371,120.756711439342,23.1644741921357,9.20800262308982,351.000351000351,16.128125,45.9,54.1542955876123,0.091168,767,26.8222222222222,10,2.720485390082,1,0,186.7,15.95,5.245,1.73375
372,120.549113252819,23.1395919384121,49.4557524284694,1150.74798619102,16.5546875,74.8,100.622208375695,0.055616,560,60.6666666666667,16,5.28247288038036,0.681859628245644,0.301615131987802,141.4,15.85,5.165,1.4955
373,120.607996321997,23.0854546280327,0.736527403892134,110.326566637246,9,11,31.4269680527355,0.018128,438,9,2,1.69581035089778,1,0,149.8,17.65,5.1675,2.3875
374,120.636789086097,23.1396284330811,2.16935005211592,113.636363636364,14.75,19.8,48.4188372202314,0.0176,513,14.75,2,1.4538595105255,1,0,162.6,16.7500000000001,5.265,1.69175
375,120.663726875373,23.1374026335563,9.31513829620599,426.697808120733,15.5578947368421,26.7,39.5727516171399,0.044528,1003,24.24,4,1.22458625229717,0.923494581401102,0.0399827155932277,187.3,14.35,5.135,1.91525
376,120.695480944656,23.1397165799848,20.1727213892752,1064.15323806628,13.4607142857143,41.7,58.1489513771136,0.052624,1136,31.98,12,6.02503475033452,1,0,187.3,14.2500000000001,5.155,1.65525
377,120.519925226194,23.1121174649092,13.8416128245959,396.088286713287,17.8068965517241,42.4,64.6242480886181,0.073216,355,34.4285714285714,10,2.84648382335465,0.967399628804239,0,117.1,16.85,5.1675,1.0985
378,120.551959778963,23.109856915735,2.93806890385313,519.576293912577,8.25483870967742,14.8,24.1814058714846,0.059664,230,11.3166666666667,6,2.51070657814956,1,0,132.8,17.7500000000001,5.285,1.302
379,120.578588731462,23.1125378607895,5.73067071134858,318.606627017842,12.9888888888889,37.4,61.518537738104,0.056496,330,21.4833333333333,7,3.9824364365415,1,0,151.7,17.2500000000001,5.17,1.57525
380,120.637116214082,23.1126743601662,12.2175788420464,628.140703517588,14.4545454545455,31,44.059863101253,0.035024,535,24.325,7,2.76929837057466,1,0,170.4,16.45,5.1625,1.3365
381,120.666514958307,23.1125194602735,26.6549879947761,1332.54367782055,13.6666666666667,42.3,60.7210902384166,0.054032,1025,33.32,17,4.87870061905722,0.74029765113118,0.23957655142892,175.1,13.7500000000001,5.17,1.8475
382,120.695727141444,23.1127239991287,38.1050337934456,1141.02086438152,18.1,42.3,55.145968174725,0.042944,493,37.475,7,3.40823838962514,1,0,163.7,17.15,5.1625,1.4615
383,120.754013732003,23.1127942585054,30.4609840232062,828.197226502312,18.4697674418605,45.4,61.7773677521185,0.05192,943,40.36,10,1.45154089804025,0.171545131038279,0.804525883255019,179.2,14.95,5.145,2.23175
384,120.578880402198,23.0853913105334,1.01199346685239,157.828282828283,9,9.8,12.5707872210942,0.012672,420,9.8,2,1.9396547047795,1,0,141.8,16.85,5.2425,1.39375
385,120.607809809415,23.0853913994132,9.749548034649,501.336898395722,13.5703703703704,31,59.8177755070674,0.053856,350,27.74,9,2.92161960173225,0.609067561445725,0.29763518576254,149.8,17.65,5.1675,2.3875
386,120.637152995454,23.0855736991202,30.5011835334555,1179.24528301887,15.1,46,67.2730440421768,0.04664,952,37.54,8,1.38520471569947,0.583165478863159,0.416834521136841,165.5,14.45,5.065,1.87275
387,120.666355988752,23.0853978972183,8.65871725215254,624.804748516088,11.853125,26.5,51.395579397689,0.051216,620,22.0833333333333,11,4.00310236738346,0.959009078418532,0,161,16.15,5.07,1.63225
388,120.695867230712,23.0855561650118,11.1097066947237,1060.84579976985,10.8372881355932,23.5,37.101961457568,0.055616,436,20.0666666666667,11,4.32052811755336,1,0,164.8,17.45,5.265,1.382
389,120.722420528651,23.0878430914559,28.9376046408952,658.488862131246,18.1514285714286,60,84.7815348465586,0.053152,553,51.66,11,1.47152982179972,1,0,173.1,16.55,5.135,1.74375
390,120.756693379233,23.0880456540842,58.5364196757936,862.586258625862,25.8978260869565,49,54.2841305675672,0.053328,1350,47.38,12,1.22683510987428,0.982244539994838,0.0139447197714956,199.3,13.2500000000001,5.085,1.69425
391,120.520090822469,23.0580491173795,12.5407222726968,670.640834575261,13.9694444444444,31.8,47.5769611055489,0.05368,354,26.46,3,1.85942765173522,1,0,133,16.65,5.185,1.13975
392,120.54938593307,23.0580096704957,16.1733287638804,712.571257125712,15.9894736842105,25.7,36.5886401591114,0.053328,314,24.46,8,1.36326410893145,0.985229276895944,0,130,17.65,5.2,1.25625
393,120.578631503319,23.0581386181227,11.3054207544641,755.17836593786,12.0880952380952,39,55.8469608864573,0.055616,328,25.0666666666667,17,6.7396758451093,0.991172316384181,0,138.6,17.35,5.2425,1.11525
394,120.607963678731,23.0584482356502,23.8756651941241,1096.22035573123,13.5704225352113,53.8,71.6291774455008,0.064768,750,39.5666666666667,16,4.90920162276283,0.876056360186376,0.076085901999841,157.3,16.35,5.135,1.69625
395,120.637213660551,23.0585331910655,34.3838466789429,1281.19429590018,15.8797101449275,55,60.0250116413114,0.053856,670,38.7,15,3.73933145950798,0.626981102946731,0.373018897053269,167.1,16.2500000000001,5.135,1.68575
396,120.695968065971,23.0584475989701,20.8514953446112,593.622795115332,16.16,83.3,85.6475988475419,0.05896,751,36.0833333333333,17,4.25603978733545,0.972350509026398,0,170.6,15.7500000000001,5.0625,1.47175
397,120.754559724492,23.0584714019085,11.9608889554212,1078.30126078301,10.7865384615385,29.2,46.6963858456022,0.048224,1547,22.78,9,3.96600093935256,0.336304794285503,0.649240020484338,195.7,11.35,5.1275,1.597
398,120.520352442009,23.0309780340575,23.810605566266,608.087564609304,19.921875,46,51.4247278791744,0.052624,355,36.5,9,3.432269818078,1,0,118.7,17.45,5.25,1.38625
399,120.608193033362,22.9769363172538,30.1165335378586,930.471967057332,15.5170212765957,60,85.2666785713521,0.050512,531,47.42,12,2.58316412385623,0.588042538648654,0.40182412600767897,131.2,17.2500000000001,5.2375,1.567
400,120.60807072847,23.0311018342568,5.7259596155348,564.152159896841,10.2535714285714,26,48.7501174931484,0.049632,295,18.5,6,2.82678441591511,1,0,142.6,15.35,5.065,2.05825
401,120.637265531417,23.0314119982797,23.508138095929,912.534435261708,14.3867924528302,56,77.1984058728369,0.05808,569,38.1333333333333,16,2.92570329776192,0.945128179333014,0,149.8,16.55,5.07,1.486
402,120.696056888172,23.0315829350197,42.7208614636788,1217.53246753247,18.9787878787879,39.7,49.3977711154158,0.054208,1066,35.84,7,1.21065697805725,1,0,165.2,13.95,5.135,1.88725
403,120.722778812142,23.0338578179303,21.9030704989705,618.969019807009,17.1230769230769,50.7,74.2159067317213,0.063008,880,42.5333333333333,12,4.16861505425875,0.844136005648295,0.155863994351705,184.2,14.65,5.1625,1.522
404,120.610472408222,23.0063078136304,10.6514717172258,757.575757575758,12.4175,29.1,40.6336458486979,0.0528,484,23.06,11,3.64253923346196,0.883551806894988,0,136.8,17.35,5.17,1.42025
405,120.696101217015,23.0044766354003,16.8439891530929,505.050505050505,16.94375,67.9,70.3255066492777,0.06336,875,34.6833333333333,9,4.80073632882507,0.429351363251384,0.510981093004498,178.2,14.7500000000001,5.12,1.521
406,120.754501576888,23.0044870116676,16.9329615778667,877.059182428309,12.5782608695652,66.8,75.2346718632784,0.052448,657,29.1166666666667,10,2.23138304987155,0.133934299650343,0.866065700349657,186.8,15.55,5.165,1.686
407,120.66799797519,23.4941256455356,15.7421383839574,676.831005984611,13.3552631578947,69,82.3501252211778,0.056144,944,31.3333333333333,10,2.85150476066822,0.700891858679728,0.299108141320273,245.6,13.65,5.135,1.2485
408,120.697538541769,23.494159572753,21.8647357559826,279.433681073025,28.5333333333333,46.5,50.1645906591109,0.032208,1312,43.8,3,1.50060162577849,1,0,258.9,12.2500000000001,5.135,1.498
409,120.751098011827,23.4624062715228,18.4397688334706,900.614536978174,13.7522058823529,53,61.973313574945,0.075504,971,31.9,11,4.6775152119311,1,0,226.3,14.45,5.1625,1.39575
410,120.695054764863,23.4379970937851,19.080963806924,199.680511182109,25.4818181818182,93.2,98.0375336049353,0.055088,769,38.0166666666667,6,2.06086159479504,1,0,226.8,15.05,5.055,2.31925
411,120.609519840409,23.4129002341592,16.1659824150218,762.660158633312,12.975,53.3,78.6502456698552,0.052448,754,33.28,9,2.79902557800182,1,0,212.4,15.55,5.0775,1.82
412,120.636225428621,23.4106151713945,16.0616088855825,680.457267283614,14.2925,61.6,69.5210368647757,0.058784,831,31.3333333333333,10,4.85114749873935,1,0,216.4,14.95,5.055,1.266
413,120.665744904463,23.4106309350836,31.6706062445003,691.259778796871,18.0317073170732,70.5,90.2204571324484,0.059312,958,51.3666666666667,15,5.16909474737385,0.695690695886705,0,221.1,13.85,5.065,1.4705
414,120.753724910044,23.4109798144123,30.649552026645,778.331257783312,15.02,109.9,111.686483657589,0.06424,1605,50.2166666666667,5,2.86238169831905,0.926130579382967,0,242.1,10.55,5.15,2.7995
415,120.606993590163,23.3831334736405,28.9652416083023,404.399870592041,22.86,78.5,88.56243980995,0.049456,835,49.7,12,3.44755259718967,0.994070025509091,0.00592997449090873,207.9,14.15,5.13,1.83375
416,120.636564534816,23.3833554025967,13.7950905706594,822.128032738965,13.0977777777778,43,50.095032939134,0.054736,915,26.3,14,5.54206590339793,0.917400719239042,0.017814775472648,212.8,14.35,5.035,1.61175
417,120.724288218671,23.3835001193897,49.5525363618307,855.50103305785,20.5075471698113,86.5,87.6402872420658,0.061952,1546,60.8833333333333,18,8.248888641858,0.419304377636825,0.557521205759177,235.5,12.05,5.1625,3.044
418,120.753819405519,23.3839490121693,74.8775644870161,962.000962000961,21.5796875,110.8,107.052613254917,0.066528,2030,77.8571428571429,16,8.22966973046611,0.60280978464984,0.395779731359627,244,10.15,5.1925,4.1395
419,120.580081152622,23.3584896375895,4.54376048778566,200.770960488275,13.84,34.7,74.860047770506,0.049808,751,19.96,6,2.78750899844346,1,0,200.4,14.7500000000001,5.0625,1.6965
420,120.607166528364,23.3562115562673,7.90370099025235,656.857593273779,10.8125,33.5,56.4269476840393,0.060896,623,22.55,13,3.95300309121909,0.882431666995982,0.0756240532174142,197.8,15.2500000000001,5.065,1.83875
421,120.636714114149,23.356292830264,29.3334127536834,730.265032772869,19.1756097560976,51.2,63.2981607935292,0.056144,877,40.9,12,4.59345416342291,0.876117919037765,0.123882080962235,189.6,14.95,5.035,2.10875
422,120.724271178948,23.3566531372817,44.5254219969096,998.821063662561,19.8049180327869,63.1,67.4168865644717,0.061072,1510,50.6666666666667,11,4.80055496038685,0.775974849120715,0.214063955065018,222.5,12.65,5.1425,3.095
423,120.751575520335,23.3587942267954,79.3196958910472,814.39393939394,27.8162790697674,99,78.5540499724635,0.0528,2084,72.74,9,3.83352503663113,0.176942249281828,0.622025994340875,237.3,8.75000000000006,5.1825,3.90025
424,120.548565765814,23.3290303936921,11.2426881118786,1076.36928289102,10.5655737704918,25.9,44.1045214653939,0.056672,824,21.6833333333333,16,7.33366771163183,0.54311258805942,0.45688741194058,199.8,13.95,5.0625,1.2015
425,120.577843889739,23.3291484766822,8.20328004282658,301.689460981496,15.1388888888889,50.8,73.52791435124,0.059664,345,25.4833333333333,8,4.0632996706355,0.972972395895003,0.027027604104997,183.7,16.95,5.165,1.1965
426,120.607398799691,23.3292779952367,12.9188065240817,586.510263929619,13.859375,43.5,68.9127587782054,0.05456,308,33.34,6,2.58978312489158,1,0,170.1,16.7500000000001,5.2925,1.8655
427,120.63650252482,23.3295322723826,21.943807381485,761.693017127799,16.7135135135135,42.7,56.7295871250187,0.048576,920,33.24,4,1.07096059040429,1,0,176.5,14.7500000000001,5.055,1.91725
428,120.724649163321,23.3297852819431,53.2972522448369,962.097008422888,19.7,86.9,91.2784255002846,0.055088,1511,63.5333333333333,6,3.35096630099632,0.86185407081582,0.0324936272253993,219.1,12.2500000000001,5.035,2.00375
429,120.756391517594,23.3270414013027,19.7723422763211,460.299194476409,20.221875,56.2,59.0220065022185,0.06952,960,38.0714285714286,11,4.31918081208383,1,0,219,15.35,5.165,1.66425
430,120.519094271115,23.301913966283,15.2255808532553,1218.21227348866,11.2234375,32,51.7191891214818,0.052536,850,27.12,17,5.26069290794285,0.818633140194257,0,170.5,13.95,5.055,1.8835
431,120.548841835524,23.3021122798265,20.4332132435399,782.048008171603,14.8530612244898,70.2,72.0078296704531,0.062656,447,35.7666666666667,18,5.87445932664053,0.977231671916365,0.0179898426580685,176.8,15.95,5.065,1.72325
432,120.636613185984,23.3022728228451,10.513417926848,689.169321244792,12.4033333333333,37.9,51.8194032974926,0.065296,287,24.2928571428571,15,7.88474084568559,1,0,158.2,17.45,5.2625,2.521
433,120.751600780312,23.3003131642303,30.7767740721811,473.484848484849,22.5866666666667,68.5,80.2325652661601,0.06336,1607,53.5833333333333,10,5.96665503552888,0.956024831577867,0.00261823746665754,233.3,12.2500000000001,5.15,2.851
434,120.519300932465,23.2746095676411,12.3479703552793,416.555585177286,16.476,43.5,63.76765229584,0.060016,691,31.9333333333333,8,1.45428336350139,1,0,157.5,15.2500000000001,4.98,1.5025
435,120.548574128922,23.2747742504403,8.49945992456545,1030.30303030303,9.8764705882353,16.3,27.9179015538013,0.066,364,15.3571428571429,15,8.0103109661742309,0.831253579286855,0,158,16.65,5.155,1.4785
436,120.607312187134,23.2749621309226,24.689524335078,1364.19891989199,12.8051546391753,48.5,63.9955410563601,0.071104,585,33.85625,12,3.66655951708705,0.981439656949332,0,166.3,16.45,5.115,1.61725
437,120.636748995221,23.2752182040722,29.1995830461067,770.984178063824,16.6695652173913,77.4,86.7014591990101,0.059664,455,47.2166666666667,19,4.15565209042102,1,0,167.8,17.05,5.065,2.19025
438,120.666311465297,23.2751277829712,16.8048320814972,389.408099688473,17.85,67,87.1205286263921,0.056496,740,38.25,14,2.72766165078781,0.979779637216192,0.0202203627838081,178.8,16.65,5.055,1.8525
439,120.751557171829,23.2777704752951,34.8555854068149,735.060394151303,19.672972972973,61.4,75.8641339585671,0.050336,1576,51.96,9,3.46658973860128,0.903342889180522,0.0966571108194782,235,11.45,5.25,2.91375
440,120.843645042207,23.9776303734105,13.6565568150296,524.475524475525,14.9916666666667,52,70.4111903644203,0.04576,664,31.18,7,2.08556031929671,1,0,145.6,15.65,5.385,1.3575
441,120.87311964081,23.9007500695362,34.317104270031,1563.80316930775,15.3077777777778,37.2,44.1067674154033,0.057552,746,31.4,15,3.05757681162448,0.97833691135679,0.0216630886432103,174,15.45,5.0925,1.11375
442,120.868256615999,23.873546850998,18.2755545961206,692.904656319291,15.495,39.1,63.9469560816542,0.057728,561,33.8833333333333,15,5.92683212716945,1,0,182.6,16.65,5.135,0.99775
443,120.900256860494,23.8711850824125,24.1404417514873,1292.18607479477,14.1602941176471,28.7,43.4805924283531,0.052624,763,27.64,22,6.94969214122649,0.493977956553906,0.456220399508333,199.4,15.15,5.1425,1.24475
444,120.929767906136,23.8714012763592,13.4073888796514,702.9053420806,14.2138888888889,32.5,45.5904385706601,0.051216,822,25.88,10,3.72242300412184,0.781037755892291,0.218962244107709,206.6,15.45,5.155,1.282
445,120.959091262908,23.8716019843011,45.0915222661965,2721.71010807375,13.6583941605839,28.3,36.2910782962184,0.050336,945,26.28,12,2.23416999280166,1,0,226.1,14.85,5.155,1.27075
446,120.870460764928,23.8446567979046,15.5379956611458,629.519628099173,14.0230769230769,73.7,78.3491747293235,0.061952,473,29.4,10,3.52796481989456,1,0,180.9,16.85,5.1425,1.23525
447,120.900103614282,23.8442936696827,20.8453947342265,1097.06575844904,13.6313432835821,41,55.3690879733231,0.061072,761,32.8666666666667,19,9.20999591044409,0.58220465082701,0.350140575618051,197.3,15.35,5.17,1.001
448,120.958903594902,23.8444226434219,49.319749099867,754.496181325449,20.4122448979592,120.9,100.911226167444,0.064944,1391,66.1,19,3.2225888207728,0.862711620109982,0.122397342900562,259.2,10.35,5.135,1.57875
449,120.988424036491,23.8444358077037,29.5335137208168,879.073756432247,16.8024390243902,59,72.6654975048119,0.04664,1406,45.6,8,3.54540013347447,0.844914288846002,0.0708104489706441,274.4,11.55,5.055,1.7665
450,120.929725647382,23.817045136815,5.81458983807413,968.656025907933,8.5044776119403,14.4,23.9979750734694,0.069168,622,12.9714285714286,6,1.92601058556501,1,0,191.4,16.35,5.145,1.3675
451,120.96149045405,23.8149593658666,8.4216331911736,837.703962703962,10.6478260869565,26.7,36.3134612703345,0.054912,1487,19.46,15,10.0847831878959,0.639644229271585,0.256541716421785,210.9,12.35,5.13,2.447
452,120.95910659262,23.7903345696913,16.3283273330022,834.392879847425,14.1357142857143,28.1,50.2954648370582,0.050336,461,26.22,4,1.34128401667272,1,0,184.9,18.05,5.185,1.2015
453,120.958980952855,23.7631725278039,15.6157701324728,967.117988394582,12.715625,43.7,52.5182155937912,0.066176,1434,27.1714285714286,23,6.71439927644829,0.905685148804415,0.0943148511955853,259.5,11.65,5.0475,2.571
454,120.988534287405,23.7633668838772,136.950108202567,367.480777928539,41.4730769230769,242.4,135.242516473331,0.070752,2013,106.671428571429,10,1.66677654850185,0.870167631149607,0.129832368850393,275,8.35000000000002,5.07,4.48125
455,120.929463173574,23.7361319803984,11.4533445807346,289.256198347107,20.5571428571429,33.2,45.5881422928167,0.0484,1147,29.6166666666667,4,1.2920257959297199,1,0,249.4,12.7500000000001,5.055,2.53725
456,120.956534817501,23.7336992270499,50.0271881948525,1569.75156975157,16.6260869565217,79.1,68.7801976112765,0.058608,1777,52.1166666666667,14,5.97368455719778,0.473959700312537,0.292930728270163,289.6,10.45,5.1175,3.4995
457,120.988494967298,23.736150493094,23.2052614112457,1406.75241157556,12.0649350649351,55.5,66.9853024219906,0.054736,2265,38.38,10,3.82143454673631,0.28806453748525,0.574745600336473,300.6,6.45000000000005,4.9175,4.34375
458,120.90003003812,23.7090177241751,19.7258965446869,819.321744086634,13.9847826086957,62.7,76.158582774459,0.056144,1126,36.05,13,2.33771412966913,0.957272907701804,0.0218101081127059,225.1,11.65,5.0925,1.645
459,120.92954975435,23.7089695876967,17.034217964394202,730.265032772869,14.280487804878,56,68.3928824961827,0.056144,1917,30.8571428571429,10,5.14419131261315,0.686542517187561,0.26065684733418,282.8,10.2500000000001,5.335,3.26025
460,120.959296700968,23.7087862536785,14.5972866684431,1558.91040367575,9.76973684210526,45.3,50.2410163059445,0.048752,2638,22.98,7,4.42677859861165,0.568028068793973,0.265179151825353,311.3,4.85000000000002,4.95,3.48175
461,120.988643485189,23.7089040018303,76.8015172796441,2263.36163836164,14.6586206896552,88.5,100.880308915023,0.064064,2043,74.4333333333333,26,3.90348412763209,0.699439347035551,0.254479858887948,316.5,10.15,5.1175,2.73275
462,120.927333480564,23.6797392469118,33.1273047252163,889.923329682365,16.5596153846154,69.4,86.1787566324799,0.058432,1598,50.8166666666667,12,3.76190584654472,0.473036604083787,0.440181637966647,262.3,9.95000000000004,5.255,2.8635
463,120.959268174164,23.6820240642138,19.1000167471427,1576.24633431085,11.3220930232558,42,45.3818114445875,0.05456,2427,27.38,14,3.40435202389804,0.325082798763245,0.654271609285198,311.5,6.75000000000006,4.905,3.93675
464,120.990793010025,23.6842184910682,49.0388575292092,1174.8844375963,18.5967213114754,87.7,73.8661934020053,0.05192,2045,51.66,15,4.76322625927668,0.716760223479134,0,330.4,7.85000000000002,5.005,3.81775
465,120.900133727787,23.6546356856135,19.6566618028657,1008.9209855565,14.0973684210526,32.3,50.1514178987408,0.075328,1196,30.1625,18,2.27482600265182,0.336150930548115,0.663849069451885,194.5,12.95,5.1575,1.493
466,120.93203233588,23.6524248820684,25.8057889415248,663.908102766799,18.0674418604651,64.8,72.6898441305549,0.064768,1504,43.9,11,3.83499955962538,0.743664655134318,0.256335344865682,241.4,11.85,5.1425,2.30675
467,120.959427377596,23.6549131735414,58.705223290757,523.527962552353,31.0176470588235,88.5,70.6151823682173,0.064944,2456,68.95,7,2.73226306357011,0.427449620037934,0.572550379962066,315.5,6.15000000000003,4.9325,4.31975
468,120.988581781473,23.6547601570724,75.2778932082424,751.314800901578,29.1859375,108.5,71.1014916000554,0.085184,2183,70.0888888888889,19,7.73352935371764,0.558832017559157,0.423121990232475,341.4,7.85000000000002,4.925,4.316
469,120.782849104791,23.6278173703784,38.0208228426476,651.779641804579,25.4108695652174,46.6,39.1902605203326,0.070576,1927,40.5571428571429,5,1.27427120760433,0.86816534383402,0.13183465616598,281.6,8.85000000000002,5.155,3.23675
470,120.81221157767,23.6274515351393,25.2491996162626,1104.30322029068,14.9887096774194,37.3,54.8322943559206,0.056144,1888,32.7,16,2.70770325016644,0.688898818505915,0.274786154796094,289.2,8.65000000000003,5.055,3.402
471,120.929678059328,23.6278732149384,23.1996152317514,2380.41260485151,10.1077380952381,33.3,46.4626492292264,0.070576,2374,26.775,16,5.57773809200065,0.476138174154768,0.301449954413198,255.2,6.95000000000005,5.01,4.581
472,120.959032776069,23.6276634736565,50.6454973976008,710.227272727273,22.0608695652174,105,94.0633236972433,0.064768,2456,65.4166666666667,12,5.24555049430518,0.604556239572986,0.36305311715282,308.1,4.15000000000003,4.95,4.98125
473,120.988582207801,23.6276300334101,54.5084237551064,1445.20114032309,17.9917808219178,72.1,70.0177477002364,0.050512,2256,54.76,3,1.99661842218159,0,0.960114753230052,333.8,7.35000000000002,5.135,4.7405
474,120.782845958032,23.5192838106783,78.3002443999681,378.787878787879,37.652380952381,132,94.8321136209291,0.05544,2210,84.0666666666667,7,1.81786925928293,0.310960160714777,0.684731912707659,227.3,11.35,5.25,2.33025
475,120.811907226151,23.6005782186284,52.2221704375815,723.798494499132,24.1975,74.2,76.3890247885252,0.055264,2241,59.6,12,3.08859321344566,0.949481486013451,0.0505185139865488,287.1,7.55000000000001,5.155,3.78375
476,120.900365281127,23.6004894113873,25.7570052689175,1266.23376623377,14.1384615384615,50.8,54.7255296374574,0.0616,981,36.3166666666667,13,5.46665159859034,0.775035302042984,0.220430490601236,193.1,13.7500000000001,5.1475,1.4365
477,120.929558968046,23.6006157310902,74.1705477725918,1563.80316930775,19.6322222222222,119,75.7095891412103,0.057552,2224,59.9,20,2.42521855539888,0.934670141122675,0.0127605665267364,236.8,8.65000000000003,5.025,4.726
478,120.959108063794,23.6006576606231,8.01620312030172,746.268656716418,10.7090909090909,30,44.3884026179933,0.05896,2727,20.15,7,3.57398205863483,0.214612365528327,0.586586688564942,313.5,4.55000000000001,4.825,3.72225
479,120.988429472253,23.6009670907424,37.1641162840408,724.979768006474,19.9581395348837,76,80.8569959415664,0.059312,2176,51.6333333333333,13,3.79348057902757,0.498834916025776,0.483253172878557,333.1,9.25000000000006,5.2275,4.55275
480,120.78274924705,23.5734373600863,61.4434121342847,1029.93683054106,19.1433333333333,92,104.446029027884,0.058256,1660,69.8833333333333,16,4.43374879486418,0.393583018838702,0.4935071271109,245,11.7500000000001,5.1325,3.26775
481,120.811924862589,23.5734149753014,15.8672996453512,779.220779220779,11.8104166666667,69,93.6496932106926,0.0616,2078,34.3,12,2.66962113527743,0.993327162091612,0,276.7,7.35000000000002,4.845,3.61475
482,120.959161351676,23.5736068152865,55.9484265786647,666.271838910276,24.7888888888889,83.1,87.239526428783,0.054032,2982,68.42,5,1.18331186086236,0.0328931959469907,0.921128508074331,284.3,2.85000000000002,5.055,4.211
483,120.98844854431,23.5733720897931,9.3182176330307,353.812853812854,16.7941176470588,32.5,44.8033843391522,0.048048,2292,26.82,6,4.3320014466569,0.708621668805082,0.291378331194918,315,6.35000000000002,5.135,3.56475
484,120.785322036782,23.5485133191796,57.6935473530148,1509.23295454545,15.5576470588235,100.9,101.140869107146,0.05632,1943,62.4666666666667,18,6.74264120033684,0.605831327235349,0.379573920703139,254.1,8.35000000000002,5.04,2.84325
485,120.958824409686,23.5464157959561,32.9195668958134,1309.92926381975,16.085,42.1,48.9616930758634,0.061072,1750,36.6666666666667,9,3.21254232352899,0.803388871633314,0.196611128366686,272.1,10.35,5.22,1.8225
486,120.98851079207,23.5466165840019,17.6250991038425,421.499865120043,18.7,58.7,73.7756369999882,0.059312,2548,38.6333333333333,5,1.4491801978246,0.106265349288876,0.893734650711124,297,5.55000000000001,5.02,4.23425
487,120.78531235229,23.5170614364457,69.4584635405282,675.971938029816,26.5081081081081,99.7,94.117477975322,0.054736,1688,79.42,12,5.57126648745249,0.928529465817117,0,234.1,10.35,5.265,2.6235
488,120.812103961768,23.5193507031858,131.226030017647,787.578757875787,42.1809523809524,92.4,44.3892248521494,0.053328,2219,76.26,1,1,1,0,264.8,7.35000000000002,4.6725,3.0225
489,120.985940860151,23.5172289279064,106.028752058656,522.78230244332,32.1157894736842,196.1,124.269925873525,0.072688,2361,103.357142857143,14,3.48423004474164,0.604346801743432,0.395653198256568,286,6.05000000000001,4.9975,3.4155
490,120.635683395019,23.6815075396217,21.7820200868892,1309.76977567887,13.7211267605634,24.9,35.5631419784732,0.054208,228,23.4,4,1.79661706905735,1,0,183.1,16.85,5.62,0.97925
491,120.726459169114,23.6026166103938,53.0061387125246,1620.71535022355,17.051724137931,61,66.1203302282308,0.05368,1714,50.02,22,11.5755033009241,0.614383067756715,0.355766960355688,255.1,10.65,5.2125,2.51575
492,120.75314615003,23.6005507929327,27.5199004381684,410.353535353535,21.2769230769231,101.1,96.0009497271544,0.06336,1218,48.7333333333333,9,3.33575682708035,0.882475210668719,0.117524789331281,248.4,12.55,5.1425,1.60075
493,120.724158839446,23.5734437350726,13.7687265031686,475.570684821786,17.2947368421053,34.7,49.5316766276962,0.039952,620,30.3,4,2.2715827467336,1,0,208.7,15.85,5.085,1.20425
494,120.662782649359,23.5710508685952,13.4198381982267,536.33681952266,14.390625,47.2,74.5476742002916,0.059664,667,33.3333333333333,13,4.93215777549761,0.973297186748128,0,237.9,15.35,5.1925,1.762
495,120.692336151462,23.5709932790076,22.0824364586727,983.717774762552,14.2637931034483,51.7,64.1800929887078,0.05896,691,35.5,19,7.71730754193927,1,0,225.3,15.55,5.1625,1.2615
496,120.694524477868,23.5464590763798,20.1427325704264,885.018408382894,13.548,51.1,76.8509889831451,0.056496,992,37.8333333333333,15,5.79162702046019,1,0,256.4,13.45,5.035,1.278
